Order ID,Order Date,Ship Mode,Segment,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-2020-1244,2020-09-04,Same Day,Home Office,Baltimore,East,Office Supplies,Appliances,305.26,4,0.3,120.55
US-2020-1245,2020-10-27,Second Class,Home Office,Houston,South,Furniture,Chairs,1771.8,4,0,353.04
US-2020-1246,2020-10-20,Same Day,Home Office,Denver,West,Furniture,Tables,4035.92,4,0,632.03
US-2020-1247,2020-10-07,Same Day,Consumer,Los Angeles,West,Technology,Copiers,19309.5,10,0,1455.86
US-2020-1248,2020-10-27,First Class,Corporate,Boston,East,Office Supplies,Paper,1117.02,3,0.1,141.72
US-2020-1249,2020-10-08,Second Class,Corporate,Chicago,Central,Technology,Machines,5271.08,2,0,1651.5
US-2020-1250,2020-10-17,First Class,Corporate,Los Angeles,West,Furniture,Chairs,2389.42,3,0.2,644.2
US-2020-1251,2020-10-13,Standard Class,Consumer,New Orleans,South,Office Supplies,Binders,658.62,4,0.1,261.7
US-2020-1252,2020-10-05,Second Class,Home Office,Nashville,South,Technology,Phones,2388.83,3,0.1,752.6
US-2020-1253,2020-10-27,Standard Class,Corporate,Atlanta,South,Technology,Machines,4461.9,2,0,-135.43
US-2020-1254,2020-10-28,Standard Class,Corporate,New York,East,Technology,Phones,4113.8,2,0,605.29
US-2020-1255,2020-10-16,Second Class,Consumer,Philadelphia,East,Technology,Machines,14819.49,7,0,278.53
US-2020-1256,2020-10-04,First Class,Consumer,Los Angeles,West,Furniture,Tables,4285.77,3,0,1389.09
US-2020-1257,2020-10-27,Same Day,Consumer,Philadelphia,East,Technology,Copiers,6104.94,5,0.3,2417.42
US-2020-1258,2020-10-07,Standard Class,Home Office,Dallas,Central,Technology,Machines,3842.58,7,0.3,1355.61
US-2020-1259,2020-10-14,Second Class,Home Office,Boston,East,Office Supplies,Paper,1034.29,9,0.1,130.83
US-2020-1260,2020-10-26,First Class,Corporate,Dallas,Central,Technology,Copiers,13871.55,5,0,1700.36
US-2020-1261,2020-10-21,First Class,Home Office,Houston,South,Furniture,Bookcases,232.87,1,0.3,89.19
US-2020-1262,2020-10-04,Same Day,Home Office,Boston,East,Office Supplies,Appliances,2130.84,10,0.1,-42.27
US-2020-1263,2020-10-09,Second Class,Home Office,Denver,West,Technology,Accessories,10582.92,8,0.1,1668.86
US-2020-1264,2020-10-11,Same Day,Consumer,Dallas,Central,Furniture,Tables,1421.66,2,0,167.81
US-2020-1265,2020-10-28,Same Day,Corporate,Indianapolis,Central,Office Supplies,Binders,617.9,8,0.4,-8.1
US-2020-1266,2020-10-21,Same Day,Consumer,Baltimore,East,Technology,Phones,15982.76,9,0.4,-551.26
US-2020-1267,2020-10-01,Second Class,Consumer,Boston,East,Technology,Phones,6414.55,5,0,325.13
US-2020-1268,2020-10-18,Second Class,Corporate,Nashville,South,Furniture,Bookcases,10933.34,8,0.1,233.76
US-2020-1269,2020-10-17,First Class,Consumer,Chicago,Central,Technology,Phones,538.66,2,0.2,141.32
US-2020-1270,2020-10-06,Same Day,Corporate,Atlanta,South,Furniture,Bookcases,5975.8,4,0,1446.18
US-2020-1271,2020-10-04,First Class,Consumer,New York,East,Office Supplies,Paper,2227.3,10,0,401.71
US-2020-1272,2020-10-14,Standard Class,Home Office,Dallas,Central,Office Supplies,Appliances,682.23,7,0.1,89.75
US-2020-1273,2020-11-12,First Class,Consumer,Nashville,South,Office Supplies,Paper,1045.66,9,0.2,142.68
US-2020-1274,2020-11-01,Standard Class,Corporate,Dallas,Central,Furniture,Tables,10830.96,6,0,933.16
US-2020-1275,2020-11-02,Same Day,Corporate,Dallas,Central,Office Supplies,Art,1107.49,3,0.1,341.32
US-2020-1276,2020-11-24,Same Day,Home Office,Los Angeles,West,Technology,Copiers,4039.85,4,0.1,-266.39
US-2020-1277,2020-11-07,First Class,Corporate,Chicago,Central,Technology,Accessories,158.27,1,0.4,40.95
US-2020-1278,2020-11-26,Second Class,Corporate,New Orleans,South,Technology,Machines,220.68,1,0,16.12
US-2020-1279,2020-11-22,Same Day,Corporate,Denver,West,Technology,Copiers,10551.05,7,0.1,2497.15
US-2020-1280,2020-11-27,Second Class,Corporate,Indianapolis,Central,Office Supplies,Art,1086.84,5,0.4,188.93
US-2020-1281,2020-11-08,Same Day,Consumer,Seattle,West,Furniture,Furnishings,6525.65,8,0.1,-437.79
US-2020-1282,2020-11-08,Second Class,Consumer,Los Angeles,West,Office Supplies,Storage,657.76,8,0,189.35
US-2020-1283,2020-11-10,Standard Class,Consumer,New Orleans,South,Office Supplies,Art,2419.91,7,0.3,-24.79
US-2020-1284,2020-11-10,Same Day,Consumer,Columbus,Central,Technology,Accessories,5380.62,2,0,736.07
US-2020-1285,2020-11-15,First Class,Home Office,Dallas,Central,Office Supplies,Storage,1354.0,8,0,-94.88
US-2020-1286,2020-11-01,First Class,Corporate,Boston,East,Furniture,Furnishings,12308.31,7,0,-968.28
US-2020-1287,2020-11-21,Standard Class,Home Office,Denver,West,Furniture,Chairs,114.54,1,0,38.66
US-2020-1288,2020-11-20,Standard Class,Consumer,New York,East,Furniture,Chairs,17079.03,9,0,5086.06
US-2020-1289,2020-11-18,Standard Class,Consumer,Atlanta,South,Furniture,Furnishings,1072.82,2,0.4,277.66
US-2020-1290,2020-11-24,Same Day,Corporate,Los Angeles,West,Technology,Copiers,3097.98,2,0,821.62
US-2020-1291,2020-11-05,Same Day,Corporate,Los Angeles,West,Office Supplies,Storage,1981.28,10,0.3,702.17
US-2020-1292,2020-11-09,Second Class,Home Office,Philadelphia,East,Office Supplies,Storage,3394.66,9,0.2,-303.88
US-2020-1293,2020-11-27,Second Class,Consumer,Columbus,Central,Furniture,Tables,1324.18,8,0.4,308.96
US-2020-1294,2020-11-05,First Class,Corporate,Baltimore,East,Furniture,Bookcases,8833.32,6,0.1,3468.61
US-2020-1295,2020-11-25,Same Day,Home Office,Boston,East,Furniture,Chairs,4013.73,4,0.2,1202.62
US-2020-1296,2020-11-25,Second Class,Corporate,Nashville,South,Technology,Phones,5387.76,4,0.3,-447.86
US-2020-1297,2020-12-21,Second Class,Corporate,Dallas,Central,Office Supplies,Storage,1523.47,6,0.3,-146.42
US-2020-1298,2020-12-01,Standard Class,Home Office,Boston,East,Technology,Phones,2150.92,4,0,223.71
US-2020-1299,2020-12-21,Second Class,Corporate,Los Angeles,West,Furniture,Bookcases,2427.83,7,0.1,464.99
US-2020-1300,2020-12-12,Second Class,Corporate,Baltimore,East,Office Supplies,Appliances,1433.33,6,0.2,118.41
US-2020-1301,2020-12-25,Same Day,Consumer,New Orleans,South,Furniture,Furnishings,1386.16,1,0.1,287.38
US-2020-1302,2020-12-10,Second Class,Consumer,Los Angeles,West,Furniture,Furnishings,5713.13,8,0.1,150.54
US-2020-1303,2020-12-15,Standard Class,Corporate,New Orleans,South,Furniture,Bookcases,1378.72,5,0.3,83.02
US-2020-1304,2020-12-21,Second Class,Corporate,Baltimore,East,Office Supplies,Storage,462.77,5,0.3,94.39
US-2020-1305,2020-12-01,Same Day,Home Office,Chicago,Central,Technology,Copiers,1522.81,1,0.3,270.71
US-2020-1306,2020-12-26,Standard Class,Home Office,Atlanta,South,Technology,Machines,8971.61,9,0.4,1596.43
US-2020-1307,2020-12-16,First Class,Corporate,Atlanta,South,Technology,Accessories,1699.83,2,0.1,-87.21
US-2020-1308,2020-12-12,First Class,Corporate,Los Angeles,West,Office Supplies,Paper,740.79,5,0.4,52.28
US-2020-1309,2020-12-02,Standard Class,Corporate,Dallas,Central,Office Supplies,Art,157.86,3,0,-4.31
US-2020-1310,2020-12-03,First Class,Corporate,Seattle,West,Technology,Phones,1733.8,1,0,371.79
US-2020-1311,2020-12-10,First Class,Home Office,New York,East,Furniture,Furnishings,1464.02,1,0.2,-70.82
US-2020-1312,2020-12-14,First Class,Corporate,Los Angeles,West,Technology,Accessories,12983.32,8,0.3,1328.2
US-2020-1313,2020-12-09,Standard Class,Consumer,Atlanta,South,Technology,Copiers,5594.38,3,0.3,1705.67
US-2020-1314,2020-12-23,First Class,Consumer,Atlanta,South,Technology,Machines,7089.6,8,0.2,163.21
US-2021-1315,2021-01-22,First Class,Consumer,Los Angeles,West,Furniture,Chairs,6579.24,10,0.4,1740.77
US-2021-1316,2021-01-11,Standard Class,Consumer,Columbus,Central,Technology,Machines,3994.86,2,0,357.22
US-2021-1317,2021-01-23,First Class,Home Office,Los Angeles,West,Office Supplies,Storage,964.53,3,0,132.74
US-2021-1318,2021-01-02,Standard Class,Consumer,San Francisco,West,Furniture,Chairs,1104.26,2,0.3,145.69
US-2021-1319,2021-01-28,First Class,Corporate,Philadelphia,East,Office Supplies,Binders,4182.9,10,0,170.06
US-2021-1320,2021-01-06,Second Class,Home Office,Nashville,South,Furniture,Furnishings,8521.2,6,0,1903.62
US-2021-1321,2021-01-17,Same Day,Corporate,Boston,East,Furniture,Tables,4653.79,6,0.4,1556.85
US-2021-1322,2021-01-05,Same Day,Corporate,Los Angeles,West,Technology,Phones,802.58,3,0.4,10.51
US-2021-1323,2021-01-22,Same Day,Corporate,Seattle,West,Furniture,Bookcases,2425.04,2,0.2,-80.05
US-2021-1324,2021-01-07,Standard Class,Corporate,Seattle,West,Office Supplies,Appliances,2030.35,5,0.1,-184.53
US-2021-1325,2021-01-08,First Class,Corporate,Columbus,Central,Technology,Accessories,1992.2,8,0.3,667.52
US-2021-1326,2021-01-25,Standard Class,Consumer,Philadelphia,East,Furniture,Chairs,15614.72,8,0,-1550.55
US-2021-1327,2021-01-13,First Class,Corporate,Seattle,West,Technology,Machines,4024.9,2,0,1123.71
US-2021-1328,2021-01-14,Second Class,Consumer,Houston,South,Furniture,Furnishings,13081.14,10,0.1,2413.22
US-2021-1329,2021-01-17,Same Day,Corporate,Nashville,South,Furniture,Tables,10075.43,6,0.1,3440.9
US-2021-1330,2021-01-22,First Class,Corporate,Indianapolis,Central,Technology,Machines,4691.01,5,0.4,1387.04
US-2021-1331,2021-01-16,Second Class,Consumer,San Francisco,West,Technology,Phones,4793.4,8,0.1,486.93
US-2021-1332,2021-01-04,Same Day,Consumer,Denver,West,Office Supplies,Paper,217.9,5,0,42.19
US-2021-1333,2021-01-19,Second Class,Consumer,New York,East,Technology,Accessories,375.2,1,0,94.36
US-2021-1334,2021-01-11,Second Class,Home Office,Atlanta,South,Office Supplies,Paper,1948.86,6,0,-101.53
US-2021-1335,2021-01-23,Second Class,Consumer,Philadelphia,East,Furniture,Furnishings,2451.88,2,0,267.71
US-2021-1336,2021-01-25,Standard Class,Corporate,Chicago,Central,Office Supplies,Storage,848.58,6,0,104.2
US-2021-1337,2021-01-11,Standard Class,Corporate,Houston,South,Furniture,Chairs,2632.08,7,0.1,792.69
US-2021-1338,2021-01-18,First Class,Corporate,Los Angeles,West,Office Supplies,Appliances,1063.86,7,0,77.06
US-2021-1339,2021-01-26,Same Day,Corporate,Houston,South,Furniture,Tables,12383.93,9,0.2,2972.87
US-2021-1340,2021-02-11,First Class,Home Office,Seattle,West,Technology,Phones,738.78,1,0.4,225.72
US-2021-1341,2021-02-10,Second Class,Home Office,Houston,South,Furniture,Furnishings,1288.81,1,0.2,455.83
US-2021-1342,2021-02-27,First Class,Consumer,Denver,West,Furniture,Chairs,4705.02,9,0.4,1575.86
US-2021-1343,2021-02-04,Second Class,Corporate,Philadelphia,East,Office Supplies,Art,1829.9,10,0,561.28
US-2021-1344,2021-02-17,Standard Class,Corporate,Indianapolis,Central,Office Supplies,Paper,104.83,7,0.2,3.37
US-2021-1345,2021-02-07,First Class,Corporate,Nashville,South,Technology,Copiers,6572.88,4,0.4,-608.49
US-2021-1346,2021-02-24,Same Day,Consumer,Boston,East,Furniture,Tables,6598.62,5,0.1,2008.9
US-2021-1347,2021-02-27,Second Class,Corporate,New York,East,Technology,Machines,21408.7,10,0,7119.29
US-2021-1348,2021-02-24,Same Day,Home Office,Seattle,West,Technology,Phones,2324.79,10,0.1,390.21
US-2021-1349,2021-02-25,First Class,Consumer,Baltimore,East,Office Supplies,Art,1194.3,3,0,337.94
US-2021-1350,2021-02-25,Second Class,Home Office,Denver,West,Office Supplies,Binders,249.33,1,0,49.15
US-2021-1351,2021-02-18,Second Class,Home Office,Columbus,Central,Technology,Phones,4288.68,9,0,1466.11
US-2021-1352,2021-02-27,Standard Class,Corporate,Columbus,Central,Technology,Phones,10407.36,6,0,669.82
US-2021-1353,2021-02-19,Same Day,Corporate,Denver,West,Office Supplies,Paper,125.5,1,0.3,-12.02
US-2021-1354,2021-02-26,Standard Class,Consumer,New York,East,Furniture,Tables,11163.92,8,0,2500.11
US-2021-1355,2021-02-13,First Class,Consumer,Baltimore,East,Technology,Copiers,7221.28,4,0,-614.48
US-2021-1356,2021-02-22,Standard Class,Corporate,Dallas,Central,Technology,Phones,12733.5,7,0.1,4604.04
US-2021-1357,2021-02-07,Standard Class,Consumer,San Francisco,West,Technology,Phones,8054.72,4,0.2,1037.95
US-2021-1358,2021-02-09,Standard Class,Corporate,Denver,West,Furniture,Bookcases,8244.88,6,0.1,2449.97
US-2021-1359,2021-02-18,Same Day,Home Office,Atlanta,South,Furniture,Furnishings,2308.95,7,0.1,242.47
US-2021-1360,2021-02-08,Standard Class,Home Office,New Orleans,South,Office Supplies,Storage,4139.01,10,0.1,32.75
US-2021-1361,2021-02-18,Same Day,Corporate,San Francisco,West,Furniture,Tables,8827.2,5,0,525.83
US-2021-1362,2021-02-28,Standard Class,Consumer,Indianapolis,Central,Furniture,Bookcases,2580.17,9,0.1,664.78
US-2021-1363,2021-02-09,Standard Class,Corporate,Chicago,Central,Office Supplies,Storage,181.13,2,0.1,26.45
US-2021-1364,2021-02-22,Same Day,Consumer,San Francisco,West,Technology,Accessories,9908.96,4,0.1,3860.97
US-2021-1365,2021-03-22,Standard Class,Corporate,Baltimore,East,Technology,Accessories,12228.51,6,0.3,-1058.6
US-2021-1366,2021-03-06,Second Class,Consumer,Nashville,South,Office Supplies,Paper,516.08,2,0,77.44
US-2021-1367,2021-03-16,Second Class,Corporate,Los Angeles,West,Technology,Machines,2460.11,5,0.1,910.48
US-2021-1368,2021-03-03,Same Day,Corporate,Dallas,Central,Technology,Machines,5589.76,2,0,736.67
US-2021-1369,2021-03-23,Standard Class,Corporate,Baltimore,East,Technology,Machines,7409.79,5,0.4,-218.74
US-2021-1370,2021-03-21,First Class,Home Office,Baltimore,East,Office Supplies,Paper,54.22,2,0.3,0.85
US-2021-1371,2021-03-21,Standard Class,Consumer,San Francisco,West,Furniture,Chairs,4694.59,7,0.2,64.15
US-2021-1372,2021-03-20,Second Class,Corporate,Atlanta,South,Office Supplies,Art,277.13,6,0.4,43.06
US-2021-1373,2021-03-24,Standard Class,Home Office,Los Angeles,West,Furniture,Chairs,1124.42,2,0.2,228.49
US-2021-1374,2021-03-02,Same Day,Corporate,Philadelphia,East,Office Supplies,Appliances,1899.94,8,0.1,128.38
US-2021-1375,2021-03-26,Second Class,Consumer,Baltimore,East,Office Supplies,Storage,910.24,10,0.2,27.47
US-2021-1376,2021-03-24,First Class,Home Office,Boston,East,Office Supplies,Binders,889.72,5,0.2,24.12
US-2021-1377,2021-03-13,Standard Class,Home Office,Nashville,South,Furniture,Bookcases,6194.62,6,0.3,4.16
US-2021-1378,2021-03-07,First Class,Consumer,Boston,East,Furniture,Bookcases,291.57,3,0,92.6
US-2021-1379,2021-03-03,Same Day,Corporate,Chicago,Central,Office Supplies,Binders,2145.53,7,0.2,476.58
US-2021-1380,2021-03-19,Standard Class,Consumer,Philadelphia,East,Office Supplies,Appliances,886.72,8,0,-18.69
US-2021-1381,2021-03-21,Same Day,Home Office,Columbus,Central,Technology,Phones,4832.16,4,0.4,133.77
US-2021-1382,2021-03-20,Standard Class,Home Office,New York,East,Office Supplies,Binders,452.41,4,0.1,-23.02
US-2021-1383,2021-03-05,First Class,Home Office,Dallas,Central,Office Supplies,Art,1230.21,8,0.3,-114.37
US-2021-1384,2021-03-09,First Class,Home Office,Denver,West,Technology,Copiers,1077.98,1,0.4,199.78
US-2021-1385,2021-03-11,Standard Class,Home Office,Boston,East,Furniture,Bookcases,5255.82,5,0.1,662.79
US-2021-1386,2021-03-19,Standard Class,Consumer,Philadelphia,East,Technology,Machines,3579.22,2,0.2,1132.33
US-2021-1387,2021-03-28,First Class,Corporate,Seattle,West,Furniture,Bookcases,3020.08,2,0,452.47
US-2021-1388,2021-03-11,Standard Class,Consumer,Chicago,Central,Furniture,Furnishings,8831.95,8,0.1,578.42
US-2021-1389,2021-03-18,Same Day,Corporate,San Francisco,West,Technology,Copiers,4368.11,6,0.1,927.64
US-2021-1390,2021-03-12,Standard Class,Corporate,Columbus,Central,Technology,Copiers,927.42,3,0,266.89
US-2021-1391,2021-04-09,First Class,Consumer,Columbus,Central,Technology,Accessories,23315.04,8,0,3970.49
US-2021-1392,2021-04-16,Standard Class,Corporate,Columbus,Central,Technology,Phones,24309.0,10,0,1931.21
US-2021-1393,2021-04-15,Same Day,Home Office,Baltimore,East,Furniture,Tables,2911.16,4,0,981.26
US-2021-1394,2021-04-15,Standard Class,Home Office,San Francisco,West,Office Supplies,Binders,99.35,1,0.4,38.12
US-2021-1395,2021-04-14,First Class,Consumer,Boston,East,Office Supplies,Appliances,1415.85,5,0,-44.47
US-2021-1396,2021-04-17,Standard Class,Home Office,Denver,West,Technology,Copiers,7062.36,5,0.2,110.97
US-2021-1397,2021-04-05,Second Class,Home Office,Boston,East,Technology,Machines,626.52,4,0,113.22
US-2021-1398,2021-04-28,First Class,Home Office,Columbus,Central,Technology,Copiers,9486.22,8,0.1,-132.97
US-2021-1399,2021-04-01,Standard Class,Home Office,Dallas,Central,Technology,Accessories,1191.46,1,0,-38.27
US-2021-1400,2021-04-10,First Class,Home Office,Boston,East,Furniture,Tables,609.51,3,0,63.22
US-2021-1401,2021-04-03,First Class,Corporate,Columbus,Central,Furniture,Tables,957.58,1,0.2,275.41
US-2021-1402,2021-04-20,Second Class,Home Office,San Francisco,West,Furniture,Furnishings,3744.54,10,0.1,1123.02
US-2021-1403,2021-04-15,First Class,Corporate,Columbus,Central,Furniture,Bookcases,10662.21,9,0,2220.2
US-2021-1404,2021-04-15,Standard Class,Corporate,Seattle,West,Furniture,Furnishings,1386.0,2,0.2,-34.85
US-2021-1405,2021-04-06,Same Day,Home Office,San Francisco,West,Technology,Machines,15671.7,6,0,1677.05
US-2021-1406,2021-04-27,Standard Class,Corporate,Houston,South,Technology,Accessories,13818.66,6,0,-1168.77
US-2021-1407,2021-04-20,Same Day,Corporate,New Orleans,South,Technology,Accessories,11787.3,10,0.1,1202.06
US-2021-1408,2021-04-19,Same Day,Consumer,Atlanta,South,Technology,Phones,2281.46,3,0.2,-89.14
US-2021-1409,2021-04-10,Standard Class,Corporate,Dallas,Central,Office Supplies,Paper,841.41,8,0.2,117.74
US-2021-1410,2021-04-01,Second Class,Home Office,Atlanta,South,Office Supplies,Paper,835.62,6,0,276.91
US-2021-1411,2021-04-12,Same Day,Home Office,New Orleans,South,Technology,Accessories,23263.56,10,0.1,6640.16
US-2021-1412,2021-04-10,Second Class,Corporate,Nashville,South,Office Supplies,Paper,141.68,10,0.3,32.4
US-2021-1413,2021-04-23,Second Class,Corporate,Atlanta,South,Technology,Machines,10886.67,10,0.1,3238.61
US-2021-1414,2021-04-10,First Class,Consumer,Houston,South,Technology,Phones,13975.92,7,0.1,2282.6
US-2021-1415,2021-04-04,Second Class,Corporate,Los Angeles,West,Furniture,Tables,1558.3,3,0.2,7.12
US-2021-1416,2021-04-14,First Class,Corporate,Chicago,Central,Office Supplies,Storage,130.82,1,0.1,24.39
US-2021-1417,2021-04-11,Same Day,Home Office,New York,East,Office Supplies,Art,1413.7,5,0,537.8
US-2021-1418,2021-04-19,First Class,Home Office,Houston,South,Technology,Machines,24060.24,10,0.1,-970.56
US-2021-1419,2021-05-26,First Class,Home Office,Boston,East,Office Supplies,Paper,52.42,3,0.3,16.35
US-2021-1420,2021-05-11,Same Day,Consumer,San Francisco,West,Office Supplies,Art,405.02,2,0,84.61
US-2021-1421,2021-05-07,First Class,Consumer,Baltimore,East,Furniture,Chairs,9952.25,6,0.1,3385.23
US-2021-1422,2021-05-07,Second Class,Consumer,New Orleans,South,Furniture,Tables,1574.07,3,0.1,561.11
US-2021-1423,2021-05-09,Second Class,Corporate,Columbus,Central,Office Supplies,Storage,848.96,4,0,259.79
US-2021-1424,2021-05-04,First Class,Corporate,New York,East,Office Supplies,Paper,2852.4,10,0,93.3
US-2021-1425,2021-05-04,Same Day,Corporate,Chicago,Central,Furniture,Bookcases,3486.17,2,0.1,1176.06
US-2021-1426,2021-05-16,Second Class,Corporate,Baltimore,East,Furniture,Bookcases,1954.88,4,0,-156.79
US-2021-1427,2021-05-15,Same Day,Consumer,Chicago,Central,Furniture,Tables,2024.34,2,0.2,-25.63
US-2021-1428,2021-05-27,Same Day,Corporate,San Francisco,West,Office Supplies,Appliances,969.26,8,0.1,293.15
US-2021-1429,2021-05-22,First Class,Consumer,Seattle,West,Technology,Machines,2142.11,3,0.4,-96.48
US-2021-1430,2021-05-12,Standard Class,Corporate,Chicago,Central,Technology,Copiers,7313.85,4,0.3,90.48
US-2021-1431,2021-05-20,First Class,Corporate,Baltimore,East,Office Supplies,Binders,2594.16,9,0,712.29
US-2021-1432,2021-05-02,Standard Class,Corporate,Boston,East,Technology,Phones,18929.19,7,0,2089.3
US-2021-1433,2021-05-19,Same Day,Corporate,Philadelphia,East,Office Supplies,Binders,312.14,1,0,98.99
US-2021-1434,2021-05-07,Standard Class,Home Office,Indianapolis,Central,Furniture,Chairs,1086.26,3,0.1,17.03
US-2021-1435,2021-05-08,Second Class,Consumer,Houston,South,Office Supplies,Appliances,1704.88,4,0,165.22
US-2021-1436,2021-05-18,Same Day,Consumer,Los Angeles,West,Furniture,Furnishings,9806.27,8,0.3,276.19
US-2021-1437,2021-05-22,Same Day,Home Office,New Orleans,South,Office Supplies,Appliances,1116.27,3,0,377.76
US-2021-1438,2021-05-11,First Class,Consumer,Dallas,Central,Office Supplies,Appliances,1371.98,9,0.1,440.68
US-2021-1439,2021-05-10,First Class,Consumer,Los Angeles,West,Office Supplies,Appliances,782.99,7,0.2,212.69
US-2021-1440,2021-05-28,Second Class,Corporate,New Orleans,South,Furniture,Tables,7620.93,9,0,440.91
US-2021-1441,2021-05-21,Standard Class,Home Office,Philadelphia,East,Office Supplies,Storage,239.12,2,0.4,28.7
US-2021-1442,2021-06-14,Same Day,Corporate,Los Angeles,West,Technology,Machines,350.34,7,0.1,-30.69
US-2021-1443,2021-06-20,Second Class,Consumer,Philadelphia,East,Technology,Copiers,1205.28,8,0,426.24
US-2021-1444,2021-06-21,Standard Class,Corporate,Atlanta,South,Office Supplies,Storage,1745.39,9,0.1,640.29
US-2021-1445,2021-06-13,Same Day,Home Office,Chicago,Central,Furniture,Tables,530.54,1,0,64.14
US-2021-1446,2021-06-22,Same Day,Home Office,Chicago,Central,Office Supplies,Paper,16.84,1,0.3,1.3
US-2021-1447,2021-06-06,Second Class,Home Office,New Orleans,South,Office Supplies,Paper,932.12,7,0,108.55
US-2021-1448,2021-06-11,First Class,Consumer,Los Angeles,West,Furniture,Chairs,6747.24,9,0.3,410.62
US-2021-1449,2021-06-12,First Class,Corporate,Baltimore,East,Office Supplies,Art,884.31,3,0,114.53
US-2021-1450,2021-06-20,Standard Class,Consumer,Seattle,West,Furniture,Chairs,4321.53,3,0,497.48
US-2021-1451,2021-06-17,First Class,Corporate,Columbus,Central,Furniture,Chairs,6296.62,6,0.1,802.22
US-2021-1452,2021-06-06,First Class,Corporate,Philadelphia,East,Furniture,Chairs,11738.34,9,0,3659.83
US-2021-1453,2021-06-22,Same Day,Home Office,New York,East,Furniture,Bookcases,7898.2,6,0.1,1214.9
US-2021-1454,2021-06-24,Second Class,Corporate,Denver,West,Furniture,Furnishings,1891.86,2,0,493.78
US-2021-1455,2021-06-26,Second Class,Home Office,Nashville,South,Office Supplies,Binders,789.21,5,0.1,-23.24
US-2021-1456,2021-06-10,Second Class,Corporate,Philadelphia,East,Office Supplies,Binders,2338.0,8,0.3,-74.29
US-2021-1457,2021-06-27,Second Class,Corporate,Seattle,West,Furniture,Bookcases,4919.14,5,0.3,-168.7
US-2021-1458,2021-06-14,Second Class,Corporate,Boston,East,Technology,Phones,1086.61,7,0,267.73
US-2021-1459,2021-06-28,Same Day,Corporate,Baltimore,East,Technology,Machines,2734.8,2,0.2,20.49
US-2021-1460,2021-06-09,Second Class,Consumer,San Francisco,West,Technology,Accessories,6108.68,4,0,1776.36
US-2021-1461,2021-06-20,First Class,Home Office,Philadelphia,East,Technology,Accessories,447.19,4,0.3,44.13
US-2021-1462,2021-06-22,Same Day,Corporate,Chicago,Central,Technology,Phones,5145.24,5,0.4,468.79
US-2021-1463,2021-06-24,Standard Class,Consumer,Columbus,Central,Furniture,Chairs,5758.67,6,0.4,1892.96
US-2021-1464,2021-06-06,Second Class,Consumer,New Orleans,South,Furniture,Furnishings,12596.04,8,0.1,1818.41
US-2021-1465,2021-06-19,First Class,Corporate,Los Angeles,West,Office Supplies,Appliances,233.02,7,0.2,87.8
US-2021-1466,2021-06-28,Same Day,Home Office,Columbus,Central,Office Supplies,Paper,2506.14,7,0,-53.09
US-2021-1467,2021-06-20,Standard Class,Home Office,Indianapolis,Central,Furniture,Furnishings,552.42,5,0.4,133.71
US-2021-1468,2021-06-12,Standard Class,Corporate,Denver,West,Technology,Accessories,9513.0,7,0.4,721.72
US-2021-1469,2021-06-28,Same Day,Home Office,Los Angeles,West,Office Supplies,Art,293.08,3,0.1,66.8
US-2021-1470,2021-06-02,Second Class,Corporate,New York,East,Technology,Machines,3183.32,7,0.2,162.01
US-2021-1471,2021-06-01,Second Class,Corporate,Boston,East,Office Supplies,Binders,118.02,7,0.4,23.42
US-2021-1472,2021-07-08,Second Class,Home Office,San Francisco,West,Furniture,Chairs,156.53,3,0.4,43.99
US-2021-1473,2021-07-28,Standard Class,Consumer,New York,East,Office Supplies,Binders,170.06,8,0.4,11.22
US-2021-1474,2021-07-26,Standard Class,Home Office,Nashville,South,Office Supplies,Paper,3009.64,7,0.1,879.57
US-2021-1475,2021-07-17,Second Class,Consumer,Seattle,West,Furniture,Chairs,4169.02,6,0.1,1348.51
US-2021-1476,2021-07-04,First Class,Corporate,Dallas,Central,Furniture,Bookcases,634.76,5,0.3,214.77
US-2021-1477,2021-07-25,Standard Class,Consumer,Dallas,Central,Furniture,Tables,11477.9,7,0,2097.46
US-2021-1478,2021-07-09,Same Day,Consumer,Boston,East,Furniture,Chairs,3031.38,6,0,652.27
US-2021-1479,2021-07-12,First Class,Corporate,Boston,East,Furniture,Furnishings,2529.9,5,0,876.95
US-2021-1480,2021-07-16,First Class,Consumer,Philadelphia,East,Furniture,Chairs,4573.37,6,0.1,1526.86
US-2021-1481,2021-07-10,Same Day,Consumer,Los Angeles,West,Furniture,Chairs,7894.26,9,0,-150.92
US-2021-1482,2021-07-07,First Class,Home Office,Baltimore,East,Office Supplies,Storage,1003.86,10,0.1,382.9
US-2021-1483,2021-07-11,Same Day,Corporate,Houston,South,Technology,Machines,21642.9,10,0,6638.61
US-2021-1484,2021-07-26,Second Class,Consumer,Dallas,Central,Technology,Accessories,1781.6,6,0.3,671.32
US-2021-1485,2021-07-28,Standard Class,Home Office,Houston,South,Technology,Accessories,459.3,1,0.2,139.67
US-2021-1486,2021-07-10,First Class,Corporate,Nashville,South,Office Supplies,Art,83.97,3,0,6.62
US-2021-1487,2021-07-04,Standard Class,Home Office,Columbus,Central,Technology,Accessories,5351.17,3,0.4,-161.68
US-2021-1488,2021-07-20,Standard Class,Consumer,Columbus,Central,Furniture,Bookcases,2738.64,4,0,701.64
